sample_id,source_index,user_id,session_id,repetition_id,embedding_00,embedding_01,embedding_02,embedding_03,embedding_04,embedding_05,embedding_06,embedding_07,embedding_08,embedding_09,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
s036_s08_r04,12353,s036,8,4,3.6044252,0.0,0.0,2.653905,2.3663044,0.0,0.0,2.7446067,0.0,4.5979776,0.0,0.98271465,0.0,0.19983207,0.0,0.023633659,0.7478588,0.0,0.0,0.0,0.0,2.254242,6.979683,0.0,4.1475253,1.9770103,0.0,8.473662,0.0,2.684544,4.336276,0.4511884
s004_s04_r25,974,s004,4,25,0.69986475,3.2539392,1.5564321,0.0,0.0,1.778367,2.1257675,0.60788476,0.03550607,2.117765,0.0,0.0,3.5686915,1.4846412,2.995719,1.427043,0.53528917,6.0923686,2.2023602,4.3782606,5.7191997,2.9213831,0.0,2.5754542,0.36647725,0.0,5.4883122,4.879665,1.4436994,1.7924287,1.7496467,4.659384
s038_s05_r10,13009,s038,5,10,0.66332203,3.1665087,1.462565,3.6921248,3.5209007,0.0,0.061608195,0.0,1.7784152,0.43413866,0.9659184,3.31366,2.3136024,0.0,2.0173523,3.1641278,0.0,2.7152367,3.4420366,1.5110121,6.509799,2.208585,0.31214264,5.002647,4.952934,3.087535,1.2259594,0.26976985,1.324195,2.0634332,0.9916539,5.566891
s024_s07_r28,7527,s024,7,28,1.7037578,0.0,0.0,1.1063939,1.9838612,0.77004415,1.4045101,3.6382527,0.0,0.0,0.0,0.0,0.0,4.034666,0.6883054,1.8478324,1.2089089,2.8207912,0.0,0.0,0.0,4.1496277,2.8133287,1.6009617,0.0,3.2623637,3.693364,0.56929517,1.7800913,4.751999,0.0,2.9234953
s056_s08_r50,19999,s056,8,50,2.5382576,3.8725939,1.3713496,0.0,4.5066447,3.7032218,3.4917974,0.84963703,0.0,5.5997834,0.0,1.0415963,5.2374244,0.0,6.789491,0.0,0.0,5.024267,4.0909185,1.0013102,0.0,0.0,0.0,3.1516557,0.7821949,0.13963053,4.3945622,0.0,2.603073,5.502185,0.44544291,1.1172543
s039_s05_r46,13445,s039,5,46,3.7352178,0.0,5.0957146,0.0,0.71998537,3.2097049,4.9911,0.0,3.739366,2.889287,0.0,4.2245026,4.8755603,0.0,2.1320996,4.905386,0.0,2.900743,0.0,2.1797504,2.9898121,1.9482243,3.4516902,1.3707246,0.0,3.3797288,1.5211005,0.2622385,2.5313907,0.06368831,0.0,0.0
s025_s02_r38,7687,s025,2,38,0.0,2.1831188,0.6998373,3.0514834,1.8769865,0.0,0.49392325,2.4801795,1.9252808,0.0,0.0,0.36188734,0.0,4.341281,0.51046115,1.0121841,0.5157095,0.42356128,0.0,0.0,4.226873,2.1545205,4.090804,0.033657372,0.50124717,1.7255597,1.2864289,0.0,3.612161,2.897493,0.9974085,3.1908665
s057_s04_r46,20195,s057,4,46,0.0,1.0011997,1.6620436,5.291614,3.4814954,0.5757636,1.1747638,2.7475622,1.9548999,0.0,0.0,0.7827956,0.0,0.6523533,3.7331705,0.0,0.0,3.4056063,4.7858996,0.11327195,0.0,4.130477,0.0,4.627675,0.0,2.9124744,5.3971825,0.0,2.7375712,0.8678332,0.0,1.0396036
s036_s03_r26,12125,s036,3,26,4.664084,0.0,0.0,5.652237,3.085012,0.0,4.2171235,2.4520566,0.0,2.0518446,0.0,2.0243237,0.0,0.0,0.0,0.0,1.105412,0.0,0.9700948,0.0,0.0,0.0,6.5074725,0.0,6.448357,2.0504758,0.0,5.777135,0.0,4.9350405,0.46428484,0.0
s034_s07_r25,11524,s034,7,25,6.2996264,0.0,5.0473433,0.0,0.0,4.335728,4.043132,0.0,3.3976326,3.5044768,0.0,3.179575,2.472558,0.9540267,0.0,2.2787373,0.040737808,0.0,0.27278632,2.8288147,4.0077047,2.2620966,3.8635387,0.0,0.0,1.2561711,2.8874476,2.9864578,0.6068693,0.0,0.0,0.0
s015_s07_r19,4318,s015,7,19,0.0,6.0566616,1.9146857,3.6037605,3.7426844,1.483931,2.1394644,0.22896937,0.0,0.0,0.0,0.0,0.50000596,0.0,3.684707,0.15928784,0.0,6.065502,0.0,2.1146142,6.1203337,2.2612257,0.0,0.4143277,1.9945011,0.0,5.6036177,0.43735275,0.74745435,0.0,0.0,4.9165635
s051_s05_r47,17846,s051,5,47,5.573934,4.5011425,5.90898,1.367734,0.0,1.2923291,3.663041,1.2088125,0.0,0.0,0.0,0.49088562,1.9224468,0.0,2.4073448,0.0,3.7761579,5.236926,1.4196573,1.9342841,1.6504365,2.371077,0.588377,0.0,0.18960875,0.0,0.051379383,0.0,0.0,0.0,0.9215435,1.2882267
s021_s08_r32,6781,s021,8,32,0.88120425,4.6869564,3.715524,5.170112,3.3299186,0.66103905,4.553867,2.1688879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1398454,0.0,1.0264851,4.523091,0.9315406,0.59395206,2.5694838,4.3021975,0.0,0.24378759,2.4164252,1.4210728,1.6251426,3.0003238,2.362561,0.0,0.5302349
s010_s03_r39,2538,s010,3,39,1.3902775,7.0901756,1.4858655,2.9813783,1.7537615,1.893543,4.233198,2.6589506,0.0,0.0,0.0,0.0,0.0,0.7973786,0.64904976,0.0,1.1279087,3.1311307,2.9363804,0.0,0.0,0.2980804,2.985024,0.0,3.7536895,0.0,1.3680882,0.0,3.1030412,6.981362,0.0062432885,0.64535916
s036_s01_r14,12013,s036,1,14,9.66964,0.0,0.0,8.7027025,4.413769,0.0,5.2386947,3.7436063,0.0,0.91629064,0.0,2.673887,0.0,0.0,0.0,0.0,1.3117796,0.0,4.7983356,0.0,0.0,0.0,7.399123,0.0,8.405751,3.9362178,0.0,4.0752873,0.0,4.8875313,0.0,0.0
s026_s02_r49,8098,s026,2,49,0.0,0.0,1.1175661,2.364402,2.721686,0.9184442,1.581444,3.106661,1.8150886,1.0253714,0.0,3.6079679,1.8222328,3.735039,1.4316185,4.2753873,1.8180487,1.5776138,1.8533255,0.86554134,3.4025211,1.0845906,0.6051427,4.397006,1.3085339,3.0705578,0.49127224,1.2420726,3.4500575,1.1661297,2.9041636,3.4291818
s052_s07_r02,18301,s052,7,2,0.0,2.4184146,2.0357575,5.697884,4.700696,0.0,3.9809313,0.0,0.0,0.0,2.3492625,3.6241362,0.36087805,0.0,4.4847703,0.0,1.7260847,1.1512272,0.0,1.2219033,3.5214498,0.93535995,0.0,2.873692,0.49344975,0.0,0.599996,6.6123567,0.0,0.0,6.0677705,5.4375668
s053_s08_r06,18755,s053,8,6,0.114693105,0.26949078,1.1754773,4.902942,1.9645648,2.1526668,3.0299873,1.5899298,1.5194919,0.0,4.414961,0.82922965,0.0,2.3135655,2.0353892,2.3243804,2.3172882,2.4169874,0.8158439,1.7395822,0.26591203,3.5703368,2.5061016,3.767778,1.5252228,0.0,0.0,2.3040838,0.0,0.0,2.8806725,4.211983
s019_s02_r18,5667,s019,2,18,0.7476568,0.0,0.0,0.8080245,2.415133,3.167665,3.141948,1.4980735,2.503594,3.2668839,1.8335277,2.5280662,0.0,3.6761746,0.13476467,2.181199,2.701771,3.6122804,3.515925,1.6911219,0.9462671,1.0737857,2.4762492,1.8459198,1.0475045,2.8689885,0.0,2.5697954,1.6381403,2.9350505,3.0533428,3.6934996
s024_s05_r19,7418,s024,5,19,0.33292496,0.0,0.0,2.1952915,1.2810863,0.0,1.5144656,3.6976018,0.70076174,0.0,0.0,0.0,0.0,4.928114,0.20404345,1.0141217,0.4728371,3.4299426,0.0,0.0,1.2773271,2.3339345,3.967997,1.4706874,1.4422288,4.032455,4.862097,1.3084798,0.4862895,3.3472886,0.0,4.2961087
s053_s06_r05,18654,s053,6,5,0.0,6.179124,0.39169583,6.6381607,2.595891,3.8618555,7.4780765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5977387,0.0,0.0,5.176836,0.35090292,4.0998006,0.0,4.086195,2.4494047,0.0,1.0375447,0.0,2.3478036,2.040366,0.0,1.8042213,0.0,3.0061653
s057_s05_r26,20225,s057,5,26,0.0,1.1970184,0.0,4.922073,2.6651583,0.0,2.1437683,2.2009647,0.0,0.0,0.0,1.6154742,0.56183904,0.0,3.91315,0.0,0.0,4.073088,4.8181124,1.5239872,0.0,2.357295,0.0,2.8888874,0.81252056,0.0,5.3003163,3.0780807,1.7452524,0.0,0.0,0.85605234
s020_s01_r39,6038,s020,1,39,0.4151732,3.7938526,4.13651,0.0,0.0,4.148053,0.6646642,2.153941,0.0,0.026856601,0.0,0.9944273,3.3566647,0.0,0.0,0.0,1.5646632,6.938982,0.0,3.794744,1.4100637,1.7827379,0.0,0.0083909035,0.0,0.0,6.599287,2.949966,0.0,0.0,1.4579272,0.0
s035_s03_r49,11748,s035,3,49,2.5443044,0.75460887,0.3045206,2.8726697,4.7947817,4.311542,3.4967628,2.9817755,0.32578492,0.0,0.0,0.8010961,0.0,2.8652287,0.0,1.3212733,2.646909,0.6467258,0.0,0.7180734,0.4898277,0.65193975,4.0207605,0.0,1.1382829,5.4790764,1.6820624,0.0,1.4082707,1.7343144,0.0,1.9300303
s021_s05_r44,6643,s021,5,44,0.0,4.610118,3.4000366,2.66375,3.6436055,1.8838929,2.9512718,3.1908405,0.07240927,0.2205314,0.47660813,0.9767517,0.0,0.0,1.184725,2.6162486,3.3907616,2.884159,2.6013825,0.0,1.8083034,0.46899632,0.87330407,0.0,1.6932687,0.0,0.72473174,0.0,2.4684224,3.3373904,3.733511,1.848306
s042_s04_r48,14597,s042,4,48,0.0,0.0,2.0086727,5.1662188,0.12965596,1.6493473,5.008314,3.299579,1.1334116,0.0,1.7475642,3.1071694,0.0,3.0617902,5.061217,1.6771479,2.072605,0.32289305,0.0,1.3682004,0.0,5.630122,2.1101108,5.051664,0.0,0.0,0.0,0.0,0.0,0.0,3.4098394,2.7535305
s050_s04_r26,17375,s050,4,26,0.32772285,0.0,1.1805571,1.8687685,1.5824065,1.030807,2.699851,2.5773287,3.554635,0.5967643,0.38251835,1.9091414,2.2166164,4.5236654,1.1003987,4.8341665,1.0106512,2.8626542,1.2258992,3.386616,2.9579952,0.0,3.5262241,4.1814632,3.4887164,3.4124434,0.0,2.7789583,1.5642972,0.0,0.8654959,1.5768795
s018_s04_r33,5382,s018,4,33,0.34836042,0.0,3.6004448,2.6890473,1.421164,1.3957691,4.5143905,0.5326704,0.69611496,0.0,5.6322966,1.3252835,0.0,0.8039808,2.6842365,2.199271,3.9162884,1.2888845,0.0,2.8479483,1.4834268,4.925494,1.0487165,0.4668843,0.0,0.0,0.0,3.9125319,0.0,0.0,0.65426034,3.281715
s017_s02_r03,4852,s017,2,3,0.9894861,0.12647876,0.0,2.6634555,2.231627,0.67969537,1.6717415,3.3208497,0.78697115,0.0,0.0,0.0,0.0,4.341318,0.0,0.0,1.7268915,2.976223,0.0,0.0,3.0094306,1.2162156,5.068878,0.0,2.3488343,5.2693176,3.7840836,0.03022796,0.0,3.3656697,0.0,4.0174685
s053_s07_r28,18727,s053,7,28,0.0,3.9859517,0.0,5.812225,0.0,2.5938668,6.098956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4728327,0.0,0.0,4.6749563,0.0,0.930786,0.0,0.98980325,0.0,0.0,4.059089,0.0,2.506007,2.2957606,0.0,0.45789272,0.0,0.0
s024_s01_r35,7234,s024,1,35,1.9985001,0.0,0.0,2.239367,1.3499662,0.0,0.8047956,4.191501,0.0,0.027711809,0.0,1.0779057,0.0,4.6121025,0.0,0.0,0.13424706,0.15222812,0.0,0.0,0.0,4.331706,3.25739,2.5649438,1.6307447,2.9852607,3.7543678,1.2330419,1.3631644,5.42217,0.0,2.9052987
s019_s01_r13,5612,s019,1,13,1.4855561,0.0,0.0,0.0,3.8268933,2.6722186,4.2177167,0.0,2.7163472,3.5382476,1.7319994,2.1715934,0.0,2.5670714,0.0,0.0,2.1841304,1.9393208,3.0082233,1.166564,0.0,1.7612513,5.229327,0.0,1.9036181,3.5627046,0.0,3.6841116,0.0,1.4493942,0.9335499,2.1990755
s033_s04_r01,10950,s033,4,1,2.5063877,0.0,2.1020238,0.0,0.0,0.0,0.0,0.85627633,0.52961063,5.6670637,5.935857,0.0,4.099039,0.0,0.0,4.163306,0.0,0.0,0.0,0.0,0.18306506,2.7154963,0.0,2.5358353,0.0,3.9242642,0.0,5.5218534,0.0,0.0,0.078489155,2.575005
s043_s04_r20,14969,s043,4,20,3.6074944,0.0,0.0,1.5224451,4.7839804,1.9409143,1.4901708,0.37706816,0.12733877,3.6541286,1.5336342,0.0,0.0,0.59443074,0.0,4.4218473,3.0184453,0.022603989,0.0,0.0,0.0,0.0,1.7385683,0.9399543,2.7708027,3.555567,0.0,6.0848017,0.0,5.144318,0.12682447,3.3234437
s038_s08_r40,13189,s038,8,40,0.0,1.2236854,0.0,2.9087706,2.4215093,0.5876443,0.0,2.413732,1.9077128,0.0,1.76379,2.5994794,1.9027042,0.53863096,1.6871774,2.3832102,0.47581393,4.6147966,4.6032434,1.9442774,5.094417,3.6648662,0.0,6.365111,3.3198144,2.6604714,1.1601439,3.037684,0.7275807,2.1825771,1.0274527,5.416172
s044_s05_r26,15425,s044,5,26,2.867494,2.3007853,0.8261881,2.8470337,3.0226736,4.084364,2.773272,3.235948,0.0,0.0,0.0,0.0,0.0,0.013471872,0.0,4.114522,0.0,3.1028666,0.0,1.8356498,0.5276567,2.284116,2.557763,1.5365932,1.6688275,4.580542,0.5837716,1.8020523,0.0,4.4965644,0.0,4.5522666
s013_s07_r11,3910,s013,7,11,2.759357,5.564971,0.32669115,0.0,4.8033533,5.6053767,3.283164,0.0,0.0,0.29765207,0.0,0.0,4.3022194,0.0,1.3565936,0.0,0.0,6.536916,0.61870575,8.581288,3.851118,0.0,0.0,0.0,4.0121818,1.3643875,5.290335,1.3885726,4.1411138,1.9707181,0.0,0.0
s018_s06_r12,5461,s018,6,12,0.9093362,3.3666508,7.2548404,2.1459067,1.0479406,0.0,3.2250462,0.0,1.7754064,0.0,5.7923956,1.1633275,0.0,0.0,2.9699638,0.0,2.863295,0.0,0.0,0.19821838,0.17199391,3.0265534,0.0,1.5939717,0.0,0.0,0.55196655,3.1987157,0.0,0.0,1.6995475,1.855417
s054_s01_r09,18808,s054,1,9,0.0,0.0,0.0,0.0,4.193866,0.52522266,2.57941,2.9138482,0.0,3.386098,0.0,2.0665333,2.233576,0.0,1.5132434,0.5710936,0.8452992,2.6065204,2.4701476,0.0,1.1964759,0.0,0.0,3.3941932,3.1236331,0.0,1.1606882,2.8046093,3.1996117,3.35121,6.998857,2.8918407
s042_s02_r25,14474,s042,2,25,0.0,0.0,0.9863843,5.0401597,0.0,0.8673113,3.059539,4.3504105,1.157982,0.0,3.1664362,1.0073891,0.9328929,2.7410662,3.92756,2.8697197,2.2937386,1.1359042,1.1162169,0.2521124,0.0,3.69333,2.3289804,4.142671,0.14048266,0.0,0.0,0.9123068,0.9110564,0.23183542,4.3147507,1.9033177
s038_s08_r17,13166,s038,8,17,0.0,0.60282826,0.15841931,2.972,2.3696413,1.8488474,1.7639346,3.0567243,1.7699351,0.7179073,2.6454961,1.8324292,0.19878349,1.5773022,0.2844311,3.7891,1.1405485,4.8930106,4.4036136,1.4199193,3.6626194,3.4153917,2.123015,4.319215,2.5509262,2.789848,0.0,3.2960925,0.54201186,2.8448138,2.049007,5.0952115
s042_s05_r37,14636,s042,5,37,0.0,0.0,1.1562731,6.9963818,0.9688358,0.91892356,5.125048,4.26728,0.0,0.0,1.6942023,0.7721743,0.0,2.486227,4.546664,2.4947155,0.6976501,1.6240308,0.93232024,0.0,0.0,6.237664,2.6633673,3.0317955,0.0,0.0,0.0,2.5866654,0.08222254,0.23686868,3.9600956,2.561158
s050_s04_r32,17381,s050,4,32,0.2840491,0.0,2.3451045,0.32356775,0.45664084,2.2402854,2.0792942,2.3340673,4.433011,1.5459967,0.38899934,2.0105138,1.5183239,4.6154156,2.5128653,2.9332073,0.870391,2.218997,0.041166186,3.7120368,2.9090633,0.0,3.7005806,4.6741815,3.4124513,4.008572,0.8406279,2.2648036,1.5448533,0.0,0.54300135,0.57974535
s029_s07_r09,9508,s029,7,9,0.0,2.383078,4.4851756,5.4869585,4.8721657,2.5912447,4.834309,3.6134903,1.5839102,0.0,2.7839937,0.0,0.0,0.93912965,5.9465055,1.5456735,2.1094196,3.7689734,0.0,0.97319734,0.33488142,4.005943,3.1878085,0.09490025,0.0,0.0,0.0,0.0,0.0,0.0,0.1329929,5.370584
s033_s07_r23,11122,s033,7,23,2.9275036,0.0,3.179903,1.5749187,0.0,0.0,0.5998803,0.0,0.0,3.7174442,8.193115,2.5891318,7.6460567,0.0,3.4414744,2.7158234,0.0,0.0,0.12485893,0.0,0.73931926,1.1036394,0.0,5.990823,0.027024627,6.291156,1.448933,4.0937715,0.0,0.0,2.562074,4.413957
s003_s06_r43,692,s003,6,43,6.7368307,9.339982,1.0325396,0.0,0.08516204,0.0,0.0,0.0,1.0117773,2.40842,2.5415945,2.6760328,6.275683,0.0,1.3438904,0.0,3.5290263,0.08212119,6.19537,1.1152091,0.0,0.0,0.0,3.8893552,4.0882735,0.0,4.9336944,0.0,0.0,0.0,1.0444643,0.0
s047_s05_r29,16228,s047,5,29,0.0,0.0,3.704468,0.54203457,1.6182317,1.0843052,2.3922267,4.288493,2.5567153,2.2208061,1.62638,0.0,3.31906,3.8049939,3.6302261,3.2413585,0.31364068,0.0,0.0,0.90632737,0.5586912,0.40340286,0.8421623,3.4239187,2.0856154,0.7924426,0.0,1.0306044,1.548346,0.0,2.947028,2.2064974
s015_s08_r02,4351,s015,8,2,0.0,5.0330267,1.7967958,4.1945267,3.8221598,0.0,2.1244965,0.91420114,2.1957388,0.0,0.0,0.0,0.7040909,1.223083,4.4728203,0.0,0.0,6.4211764,0.7220912,4.5875545,6.448316,1.218004,1.5055009,2.5836835,4.464314,0.9528637,5.6752176,2.039917,0.12349713,0.082925946,0.0,4.467325
s049_s07_r23,17122,s049,7,23,10.434706,0.0,0.0,0.59903675,5.3828955,0.0,0.0,0.0,9.492369,4.6312017,7.260972,6.7390075,5.9488006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9161701,7.938122,0.0,7.393787,0.0,0.0,0.0,0.0
s017_s06_r33,5082,s017,6,33,0.37915695,1.4273984,0.40748787,3.8412237,3.0996687,1.2001159,0.8597468,4.866195,0.26808503,0.0,0.0,0.0,0.0,3.9484537,0.6421246,0.89098585,0.0,4.5175014,0.91710573,0.73518944,1.7969081,1.982066,1.7883017,1.9474645,1.7263086,5.0229707,4.6914005,0.0,2.4149792,2.0947838,0.0,3.990414
s015_s06_r47,4296,s015,6,47,2.8311274,6.345441,3.0228424,0.9439529,4.9408092,0.0,0.0,0.0,3.0923214,0.0,0.0,2.363255,0.0,0.0,3.4466975,0.0,2.794704,5.9735103,0.0,3.5118365,3.5871756,0.0,0.0,3.2404375,3.8431554,0.0,4.795383,0.0,0.0,0.0,0.0,4.2395496
s051_s04_r19,17768,s051,4,19,5.012138,4.9436045,5.062813,4.2086735,1.2835419,0.0,0.42538595,2.2154188,0.0,0.0,0.0,3.6362455,5.212483,0.0,0.0,1.2600121,0.0,7.083526,0.19908035,2.5539858,4.4903727,0.0,0.3306738,0.40479803,0.1219787,1.7616851,0.0,0.0,0.6573394,0.73615605,0.0,0.0
s012_s01_r30,3229,s012,1,30,0.053257585,3.425055,1.0625682,0.0,0.6258889,3.2345843,2.1683526,0.0,0.5321383,3.468399,4.898407,0.0,3.7564914,0.0,1.5178064,0.0,3.4683504,0.0,0.8917357,0.0,0.0,0.0,0.0,2.7335083,2.0599174,0.0,3.1461363,0.0,0.0,1.4756823,2.1254065,0.0
s013_s04_r43,3792,s013,4,43,1.7858706,4.3251147,0.15064222,0.0,3.9218206,2.9521055,4.272242,0.07572204,0.0,0.0,0.0,0.0,2.2252169,0.16459739,1.3399255,0.0,0.0,7.4067206,0.0,6.397641,3.2957964,0.0,0.0,0.0,3.9796128,1.230967,6.0039277,2.5595055,2.9049788,0.0,0.0,0.0
s053_s01_r18,18417,s053,1,18,0.0,1.1953218,0.49938065,6.5129857,1.8514359,0.0,3.5284696,0.29785952,1.0156717,0.0,4.6554327,0.2570159,0.0,0.027673572,2.8398905,0.0,0.2797681,3.3652635,0.0,1.5548873,2.296079,6.5547256,0.0,2.8982282,0.0,0.0,0.0,6.354868,0.0,0.0,2.5581892,5.0944204
s024_s08_r01,7550,s024,8,1,1.9248159,0.0,0.0,2.0741005,2.556901,0.15896636,2.3513925,3.5563207,0.0,0.0,0.0,0.3554643,0.0,4.70852,0.0,1.8017361,1.4127548,0.021847129,0.0,0.0,0.0,3.0382187,3.906291,0.0,2.7794335,3.2438023,2.9135106,2.6521168,1.1433444,3.8138204,0.8917031,2.918879
s032_s06_r10,10659,s032,6,10,0.0,1.0580101,1.4113581,0.0,0.0,3.9367833,0.07499504,3.899562,0.0,1.5002975,2.7311897,0.0,4.092745,0.0,0.0,0.0,0.0,2.7339725,4.464377,0.5035249,0.0,0.81334406,0.0,0.0,0.0,0.0,1.8876617,4.645833,2.2858584,1.8262814,1.5154443,0.0
s034_s04_r31,11380,s034,4,31,2.5499225,0.0,7.302435,0.0,0.92855126,7.618016,1.3098774,0.0,5.6803713,4.3749657,0.0,1.3100142,1.7756155,0.0,0.30005985,0.0,0.0,0.8359301,0.0,4.672406,6.0469303,4.5754614,2.503034,2.8636274,0.0,3.6276715,5.6826663,0.0,1.857259,0.0,0.0,0.0
s028_s01_r12,8811,s028,1,12,3.6461916,2.7509227,0.11203027,0.0,2.6821222,2.5215392,3.3735108,0.3571483,0.0,0.0,0.0,0.0,0.0,3.165043,0.0,0.42973188,1.3302433,5.542521,0.0,3.0717523,2.5993829,0.14335835,3.341354,0.0,0.0,3.9292889,4.3789315,0.6946803,0.0,4.486092,0.0,2.9680355
s005_s02_r21,1270,s005,2,21,1.8808479,0.0,2.2946982,0.0,4.6177335,0.13539684,5.386344,0.0,2.4215279,4.7684736,3.0151825,4.0089817,1.0071651,1.3700589,1.7384293,5.5554276,0.28875747,0.0,3.6749887,0.0,1.2623277,2.0511236,2.8199172,2.0918772,0.0,2.93581,0.573311,3.0747561,0.15920688,0.7079594,0.14852822,1.8588784
s048_s06_r43,16692,s048,6,43,0.5645191,1.228626,4.238804,1.7779737,0.3853591,0.44140127,1.164439,1.9221771,5.118305,1.9826279,0.15599182,3.1716125,2.402937,0.9402085,1.5673348,3.3265133,1.7972605,3.9279122,0.0,1.6139873,4.0217395,0.39787886,1.263048,5.7582407,1.6613557,2.138658,1.4155943,0.0,2.3393476,0.12799048,0.0,0.7236989
s010_s01_r38,2437,s010,1,38,0.0,3.296234,2.8498077,2.2726061,0.0,0.5790178,2.6865468,3.755269,0.0,0.22767216,0.0,0.0,0.0,2.7449188,1.8966255,2.790483,0.0,3.808394,0.0,0.0,0.5091866,0.06618816,0.999054,0.0,3.089925,0.0,2.76048,0.65166044,2.615498,2.8528762,0.6735464,1.5892262
s017_s08_r37,5186,s017,8,37,0.2052725,3.5269258,0.7117398,6.2052593,3.0940256,2.1198845,2.8066685,4.7800813,0.0,0.0,0.0,0.0,0.0,1.0003854,0.0,1.5208827,0.0,4.932241,0.0,0.0,0.0,3.3470519,3.0538669,0.0,0.0,3.3866293,2.8809361,0.0,1.6514633,3.1718788,0.0,3.0220401
s011_s01_r45,2844,s011,1,45,1.8802874,0.5326055,3.6302264,0.0,2.0230517,0.56624246,4.865221,0.0,0.39901125,3.9405756,0.16038638,4.9998136,4.48032,0.0,4.71454,0.0,0.0,0.0,0.3473265,0.051205337,0.0,0.0,0.0,6.4156647,0.0,0.0,4.6263165,0.47119948,0.0,0.0,0.0,0.0
s037_s06_r11,12660,s037,6,11,0.0,0.37013757,3.0048916,0.0,0.7677854,1.1609516,0.0,3.0907717,5.697798,0.35358068,0.0,2.264772,0.2884906,3.8959126,2.1166086,0.76333636,2.21993,3.9051247,0.0,1.9114622,2.6473343,1.3165859,0.34671578,4.6295404,1.6327385,4.1207476,4.5726013,0.0,3.3176515,0.0,0.0,2.53849
s029_s02_r33,9282,s029,2,33,0.0,0.89967597,2.8498242,2.8785179,2.7142658,0.0,2.7619035,2.731759,1.4434265,0.0,1.2417954,0.0,0.0,3.5768063,2.0382895,0.0,3.2953389,3.085846,0.0,0.0,4.0542254,5.3917723,2.738018,0.0,0.0,0.0,0.72495,0.0,0.0,0.42694694,0.0,4.342442
s052_s05_r12,18211,s052,5,12,0.0,3.0173857,0.0,5.046525,3.0696018,0.0,4.580802,0.0,0.0,0.0,0.0,4.336965,0.0,0.0,1.4045619,0.0,1.4474308,0.98266613,0.0,0.0,3.8895578,0.0,0.0,0.0,1.9922488,0.0,3.5741596,5.4849095,0.0,0.0,6.0520506,5.744912
s041_s03_r18,14117,s041,3,18,3.3034751,0.0,0.0,0.0,0.0,2.6556787,0.0,0.0,0.80386835,8.232369,8.835006,0.0,9.219275,0.0,0.36282873,0.0,1.9648798,0.0,1.429562,0.0,0.0,0.0,0.0,1.7002107,0.0,0.0,1.4639924,0.0,0.0,0.0,0.0,0.0
s018_s08_r21,5570,s018,8,21,2.920641,0.0,7.4687333,2.9620388,3.0765848,0.0,2.3696342,0.0,0.36487928,0.0,4.760844,2.6914904,0.0,0.0,5.009617,0.0,5.1774707,0.7002954,0.0,3.996073,0.0,1.8795812,1.2234764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4206355
s025_s07_r44,7943,s025,7,44,0.31534958,0.0,2.369468,0.6552674,1.6117785,2.483811,1.1333864,2.208407,4.736905,1.1350166,1.648779,1.8992492,0.0,4.4017496,0.8932889,1.2799735,1.7741425,1.0916433,0.90313184,2.7966564,3.1973515,1.005862,3.0784397,3.7723346,1.1266774,1.9150028,0.87421596,0.49245295,3.3118162,2.1860747,0.5617167,0.2124601
s029_s05_r24,9423,s029,5,24,0.2585932,0.1713207,3.615123,4.3867383,2.889182,0.0,3.7275581,1.891798,2.9167757,0.0,2.4779534,2.1792867,0.0,2.2267632,3.7712016,0.0,4.923862,3.1357064,0.05352196,1.2060424,1.6131436,0.7324318,2.429222,0.8813216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1479092
s017_s04_r30,4979,s017,4,30,3.101613,2.0789623,0.42402,4.365088,2.8669865,0.23157924,0.0,6.0697737,1.592159,0.0,0.0,0.0,0.0,2.880713,0.5655818,0.0,0.43511927,4.4692163,0.0,0.0,2.1399627,0.40682966,3.360982,0.10374153,3.0995026,6.603759,4.1961784,0.0,0.0,2.9197164,0.0,4.173574
s016_s08_r10,4759,s016,8,10,2.0994227,0.0,3.9460976,1.2354633,0.0,3.8132315,2.160499,4.5620265,3.274846,2.2154937,0.6615913,2.22984,2.8244147,2.501373,0.20986688,4.8121486,2.4405932,2.6627276,0.0,3.4959288,2.2956874,1.5818833,4.0109563,2.2921286,2.1147146,1.2628958,0.0,1.9700054,0.98658496,0.0,1.9244516,0.4314289
s024_s01_r13,7212,s024,1,13,1.5567715,0.0,0.0,0.57087886,2.871172,1.052401,0.6322784,3.8734286,0.0,0.0,0.0,0.0,0.0,4.5518265,0.0,1.3917212,1.0818326,1.8420696,0.0,0.0,2.4941494,3.0148253,2.8483248,0.0,1.1195731,3.7034688,2.1884227,2.377059,0.0,4.2591105,0.0,3.6457334
